usage_id,job_id,asset_id,equipment_type,usage_date,site_name,hours_worked,rain_flag,float_required,operator_name
USE00680,JOB0020,EX005,50T Excavator,2026-02-17,Broadmeadows,10.0,True,True,Lucas Wilson
USE00668,JOB0020,GR001,Grader 12M,2026-02-17,Broadmeadows,11.5,False,False,Thomas Brown
USE00686,JOB0021,DZ001,Dozer D6,2026-02-17,Campbellfield,9.0,False,False,William Jones
USE00702,JOB0021,EX003,26T Excavator,2026-02-17,Campbellfield,8.5,False,False,William Jones
USE00694,JOB0021,EX004,35T Excavator,2026-02-17,Campbellfield,7.0,False,False,Thomas Brown
USE00698,JOB0021,EX005,50T Excavator,2026-02-17,Campbellfield,9.5,False,True,Lucas Wilson
USE00690,JOB0021,LD001,Loader 3m,2026-02-17,Campbellfield,6.0,True,False,Noah Williams
USE00533,JOB0017,BC001,Bobcat+8T Tipper,2026-02-18,Campbellfield,11.0,False,True,Lachlan Martin
USE00505,JOB0017,DZ001,Dozer D6,2026-02-18,Campbellfield,9.5,False,False,William Jones
USE00547,JOB0017,EX001,13T Excavator,2026-02-18,Campbellfield,11.5,True,True,Noah Williams
USE00561,JOB0017,EX002,20T Excavator,2026-02-18,Campbellfield,10.5,False,True,Jack Smith
USE00519,JOB0017,EX003,26T Excavator,2026-02-18,Campbellfield,10.0,False,False,William Jones
USE00657,JOB0020,EX001,13T Excavator,2026-02-18,Broadmeadows,7.0,False,True,Noah Williams
USE00681,JOB0020,EX005,50T Excavator,2026-02-18,Broadmeadows,8.0,False,True,Lucas Wilson
USE00669,JOB0020,GR001,Grader 12M,2026-02-18,Broadmeadows,8.5,False,False,Thomas Brown
USE00687,JOB0021,DZ001,Dozer D6,2026-02-18,Campbellfield,8.5,False,False,William Jones
USE00703,JOB0021,EX003,26T Excavator,2026-02-18,Campbellfield,8.5,False,False,William Jones
USE00695,JOB0021,EX004,35T Excavator,2026-02-18,Campbellfield,11.5,False,False,Thomas Brown
USE00699,JOB0021,EX005,50T Excavator,2026-02-18,Campbellfield,8.0,False,True,Lucas Wilson
USE00691,JOB0021,LD001,Loader 3m,2026-02-18,Campbellfield,10.0,False,False,Noah Williams
USE00534,JOB0017,BC001,Bobcat+8T Tipper,2026-02-19,Campbellfield,11.5,False,False,Lachlan Martin
USE00506,JOB0017,DZ001,Dozer D6,2026-02-19,Campbellfield,11.5,False,False,William Jones
USE00548,JOB0017,EX001,13T Excavator,2026-02-19,Campbellfield,9.0,False,True,Noah Williams
USE00562,JOB0017,EX002,20T Excavator,2026-02-19,Campbellfield,9.0,False,False,Jack Smith
USE00520,JOB0017,EX003,26T Excavator,2026-02-19,Campbellfield,7.5,False,False,William Jones
USE00658,JOB0020,EX001,13T Excavator,2026-02-19,Broadmeadows,10.0,False,True,Noah Williams
USE00682,JOB0020,EX005,50T Excavator,2026-02-19,Broadmeadows,11.0,False,True,Lucas Wilson
USE00670,JOB0020,GR001,Grader 12M,2026-02-19,Broadmeadows,8.5,False,False,Thomas Brown
USE00688,JOB0021,DZ001,Dozer D6,2026-02-19,Campbellfield,9.5,False,False,William Jones
USE00704,JOB0021,EX003,26T Excavator,2026-02-19,Campbellfield,8.5,False,False,William Jones
USE00696,JOB0021,EX004,35T Excavator,2026-02-19,Campbellfield,8.5,False,False,Thomas Brown
USE00700,JOB0021,EX005,50T Excavator,2026-02-19,Campbellfield,10.0,False,True,Lucas Wilson
USE00692,JOB0021,LD001,Loader 3m,2026-02-19,Campbellfield,9.0,True,False,Noah Williams
USE00535,JOB0017,BC001,Bobcat+8T Tipper,2026-02-20,Campbellfield,11.5,False,False,Lachlan Martin
USE00507,JOB0017,DZ001,Dozer D6,2026-02-20,Campbellfield,7.5,True,False,William Jones
USE00549,JOB0017,EX001,13T Excavator,2026-02-20,Campbellfield,11.0,False,True,Noah Williams
USE00563,JOB0017,EX002,20T Excavator,2026-02-20,Campbellfield,8.5,False,False,Jack Smith
USE00521,JOB0017,EX003,26T Excavator,2026-02-20,Campbellfield,7.5,False,False,William Jones
USE00659,JOB0020,EX001,13T Excavator,2026-02-20,Broadmeadows,10.5,False,True,Noah Williams
USE00683,JOB0020,EX005,50T Excavator,2026-02-20,Broadmeadows,9.0,False,True,Lucas Wilson
USE00671,JOB0020,GR001,Grader 12M,2026-02-20,Broadmeadows,8.5,False,False,Thomas Brown
USE00536,JOB0017,BC001,Bobcat+8T Tipper,2026-02-21,Campbellfield,8.0,False,False,Lachlan Martin
USE00508,JOB0017,DZ001,Dozer D6,2026-02-21,Campbellfield,8.5,False,False,William Jones
USE00550,JOB0017,EX001,13T Excavator,2026-02-21,Campbellfield,10.0,False,True,Noah Williams
USE00564,JOB0017,EX002,20T Excavator,2026-02-21,Campbellfield,9.5,True,False,Jack Smith
USE00522,JOB0017,EX003,26T Excavator,2026-02-21,Campbellfield,10.5,False,False,William Jones
USE00660,JOB0020,EX001,13T Excavator,2026-02-21,Broadmeadows,12.0,False,True,Noah Williams
USE00684,JOB0020,EX005,50T Excavator,2026-02-21,Broadmeadows,9.0,True,False,Lucas Wilson
USE00672,JOB0020,GR001,Grader 12M,2026-02-21,Broadmeadows,9.5,True,False,Thomas Brown
USE00537,JOB0017,BC001,Bobcat+8T Tipper,2026-02-23,Campbellfield,7.5,False,False,Lachlan Martin
USE00509,JOB0017,DZ001,Dozer D6,2026-02-23,Campbellfield,10.0,False,False,William Jones
USE00551,JOB0017,EX001,13T Excavator,2026-02-23,Campbellfield,8.5,True,True,Noah Williams
USE00565,JOB0017,EX002,20T Excavator,2026-02-23,Campbellfield,7.5,False,False,Jack Smith
USE00523,JOB0017,EX003,26T Excavator,2026-02-23,Campbellfield,9.5,False,False,William Jones
USE00538,JOB0017,BC001,Bobcat+8T Tipper,2026-02-24,Campbellfield,9.5,False,False,Lachlan Martin
USE00510,JOB0017,DZ001,Dozer D6,2026-02-24,Campbellfield,8.5,False,False,William Jones
USE00552,JOB0017,EX001,13T Excavator,2026-02-24,Campbellfield,7.5,False,False,Noah Williams
USE00566,JOB0017,EX002,20T Excavator,2026-02-24,Campbellfield,10.5,False,False,Jack Smith
USE00524,JOB0017,EX003,26T Excavator,2026-02-24,Campbellfield,10.5,True,False,William Jones
USE00802,JOB0025,BC001,Bobcat+8T Tipper,2026-02-24,Geelong,11.0,False,True,Lachlan Martin
USE00785,JOB0025,DZ001,Dozer D6,2026-02-24,Geelong,8.0,False,True,William Jones
USE00539,JOB0017,BC001,Bobcat+8T Tipper,2026-02-25,Campbellfield,7.0,False,True,Lachlan Martin
USE00511,JOB0017,DZ001,Dozer D6,2026-02-25,Campbellfield,8.5,False,True,William Jones
USE00553,JOB0017,EX001,13T Excavator,2026-02-25,Campbellfield,10.0,False,False,Noah Williams
USE00567,JOB0017,EX002,20T Excavator,2026-02-25,Campbellfield,12.0,False,False,Jack Smith
USE00525,JOB0017,EX003,26T Excavator,2026-02-25,Campbellfield,11.0,False,False,William Jones
USE00803,JOB0025,BC001,Bobcat+8T Tipper,2026-02-25,Geelong,8.5,True,True,Lachlan Martin
USE00786,JOB0025,DZ001,Dozer D6,2026-02-25,Geelong,10.5,False,True,William Jones
USE00540,JOB0017,BC001,Bobcat+8T Tipper,2026-02-26,Campbellfield,10.0,False,True,Lachlan Martin
USE00512,JOB0017,DZ001,Dozer D6,2026-02-26,Campbellfield,9.0,False,True,William Jones
USE00554,JOB0017,EX001,13T Excavator,2026-02-26,Campbellfield,8.5,False,False,Noah Williams
USE00568,JOB0017,EX002,20T Excavator,2026-02-26,Campbellfield,10.5,False,False,Jack Smith
USE00526,JOB0017,EX003,26T Excavator,2026-02-26,Campbellfield,8.0,False,False,William Jones
USE00804,JOB0025,BC001,Bobcat+8T Tipper,2026-02-26,Geelong,8.5,False,True,Lachlan Martin
USE00787,JOB0025,DZ001,Dozer D6,2026-02-26,Geelong,10.0,False,True,William Jones
USE00541,JOB0017,BC001,Bobcat+8T Tipper,2026-02-27,Campbellfield,9.5,False,True,Lachlan Martin
USE00513,JOB0017,DZ001,Dozer D6,2026-02-27,Campbellfield,10.5,False,True,William Jones
USE00555,JOB0017,EX001,13T Excavator,2026-02-27,Campbellfield,8.5,False,False,Noah Williams
USE00569,JOB0017,EX002,20T Excavator,2026-02-27,Campbellfield,9.0,False,False,Jack Smith
USE00527,JOB0017,EX003,26T Excavator,2026-02-27,Campbellfield,8.5,False,False,William Jones
USE00805,JOB0025,BC001,Bobcat+8T Tipper,2026-02-27,Geelong,9.5,True,True,Lachlan Martin
USE00788,JOB0025,DZ001,Dozer D6,2026-02-27,Geelong,11.5,False,True,William Jones
USE00542,JOB0017,BC001,Bobcat+8T Tipper,2026-02-28,Campbellfield,8.0,False,True,Lachlan Martin
USE00514,JOB0017,DZ001,Dozer D6,2026-02-28,Campbellfield,9.0,False,True,William Jones
USE00556,JOB0017,EX001,13T Excavator,2026-02-28,Campbellfield,8.0,True,False,Noah Williams
USE00570,JOB0017,EX002,20T Excavator,2026-02-28,Campbellfield,8.0,False,False,Jack Smith
USE00528,JOB0017,EX003,26T Excavator,2026-02-28,Campbellfield,9.0,False,False,William Jones
USE00806,JOB0025,BC001,Bobcat+8T Tipper,2026-02-28,Geelong,9.5,False,True,Lachlan Martin
USE00789,JOB0025,DZ001,Dozer D6,2026-02-28,Geelong,10.5,False,True,William Jones
USE00543,JOB0017,BC001,Bobcat+8T Tipper,2026-03-02,Campbellfield,7.5,False,True,Lachlan Martin
USE00515,JOB0017,DZ001,Dozer D6,2026-03-02,Campbellfield,7.0,False,True,William Jones
USE00557,JOB0017,EX001,13T Excavator,2026-03-02,Campbellfield,10.5,False,False,Noah Williams
USE00571,JOB0017,EX002,20T Excavator,2026-03-02,Campbellfield,8.0,True,False,Jack Smith
USE00529,JOB0017,EX003,26T Excavator,2026-03-02,Campbellfield,8.0,True,False,William Jones
USE00807,JOB0025,BC001,Bobcat+8T Tipper,2026-03-02,Geelong,10.0,False,True,Lachlan Martin
USE00790,JOB0025,DZ001,Dozer D6,2026-03-02,Geelong,9.0,True,True,William Jones
USE00544,JOB0017,BC001,Bobcat+8T Tipper,2026-03-03,Campbellfield,9.0,False,True,Lachlan Martin
USE00516,JOB0017,DZ001,Dozer D6,2026-03-03,Campbellfield,7.0,False,True,William Jones
USE00558,JOB0017,EX001,13T Excavator,2026-03-03,Campbellfield,8.0,False,False,Noah Williams
USE00572,JOB0017,EX002,20T Excavator,2026-03-03,Campbellfield,6.0,True,False,Jack Smith
USE00530,JOB0017,EX003,26T Excavator,2026-03-03,Campbellfield,10.5,False,False,William Jones
USE00808,JOB0025,BC001,Bobcat+8T Tipper,2026-03-03,Geelong,9.0,True,True,Lachlan Martin
USE00791,JOB0025,DZ001,Dozer D6,2026-03-03,Geelong,7.0,False,True,William Jones
USE00545,JOB0017,BC001,Bobcat+8T Tipper,2026-03-04,Campbellfield,11.0,True,True,Lachlan Martin
USE00517,JOB0017,DZ001,Dozer D6,2026-03-04,Campbellfield,9.5,False,True,William Jones
USE00559,JOB0017,EX001,13T Excavator,2026-03-04,Campbellfield,7.0,False,False,Noah Williams
USE00573,JOB0017,EX002,20T Excavator,2026-03-04,Campbellfield,9.0,True,False,Jack Smith
USE00531,JOB0017,EX003,26T Excavator,2026-03-04,Campbellfield,8.0,False,False,William Jones
USE00809,JOB0025,BC001,Bobcat+8T Tipper,2026-03-04,Geelong,8.5,False,True,Lachlan Martin
USE00792,JOB0025,DZ001,Dozer D6,2026-03-04,Geelong,9.0,False,True,William Jones
USE00546,JOB0017,BC001,Bobcat+8T Tipper,2026-03-05,Campbellfield,9.0,False,True,Lachlan Martin
USE00518,JOB0017,DZ001,Dozer D6,2026-03-05,Campbellfield,9.0,False,True,William Jones
USE00560,JOB0017,EX001,13T Excavator,2026-03-05,Campbellfield,12.0,True,False,Noah Williams
USE00574,JOB0017,EX002,20T Excavator,2026-03-05,Campbellfield,8.0,False,False,Jack Smith
USE00532,JOB0017,EX003,26T Excavator,2026-03-05,Campbellfield,8.5,False,False,William Jones
USE00810,JOB0025,BC001,Bobcat+8T Tipper,2026-03-05,Geelong,7.5,True,True,Lachlan Martin
USE00793,JOB0025,DZ001,Dozer D6,2026-03-05,Geelong,8.0,False,True,William Jones
USE00811,JOB0025,BC001,Bobcat+8T Tipper,2026-03-06,Geelong,9.0,False,False,Lachlan Martin
USE00794,JOB0025,DZ001,Dozer D6,2026-03-06,Geelong,9.5,False,False,William Jones
USE00812,JOB0025,BC001,Bobcat+8T Tipper,2026-03-07,Geelong,9.0,False,False,Lachlan Martin
USE00795,JOB0025,DZ001,Dozer D6,2026-03-07,Geelong,10.0,False,False,William Jones
USE00813,JOB0025,BC001,Bobcat+8T Tipper,2026-03-09,Geelong,8.5,False,False,Lachlan Martin
USE00796,JOB0025,DZ001,Dozer D6,2026-03-09,Geelong,8.5,False,False,William Jones
USE01031,JOB0032,BC001,Bobcat+8T Tipper,2026-03-09,Melbourne North,8.5,True,True,Lachlan Martin
USE01079,JOB0032,EX001,13T Excavator,2026-03-09,Melbourne North,10.0,False,True,Noah Williams
USE01047,JOB0032,EX003,26T Excavator,2026-03-09,Melbourne North,11.0,False,True,William Jones
USE01063,JOB0032,EX005,50T Excavator,2026-03-09,Melbourne North,9.5,False,True,Lucas Wilson
USE00814,JOB0025,BC001,Bobcat+8T Tipper,2026-03-10,Geelong,9.5,False,True,Lachlan Martin
USE00797,JOB0025,DZ001,Dozer D6,2026-03-10,Geelong,9.0,False,False,William Jones
USE01032,JOB0032,BC001,Bobcat+8T Tipper,2026-03-10,Melbourne North,11.0,False,True,Lachlan Martin
USE01080,JOB0032,EX001,13T Excavator,2026-03-10,Melbourne North,6.5,False,False,Noah Williams
USE01048,JOB0032,EX003,26T Excavator,2026-03-10,Melbourne North,8.5,False,False,William Jones
USE01064,JOB0032,EX005,50T Excavator,2026-03-10,Melbourne North,9.0,True,False,Lucas Wilson
USE00815,JOB0025,BC001,Bobcat+8T Tipper,2026-03-11,Geelong,7.0,False,True,Lachlan Martin
USE00798,JOB0025,DZ001,Dozer D6,2026-03-11,Geelong,8.0,False,False,William Jones
USE01033,JOB0032,BC001,Bobcat+8T Tipper,2026-03-11,Melbourne North,8.5,False,True,Lachlan Martin
USE01081,JOB0032,EX001,13T Excavator,2026-03-11,Melbourne North,10.0,True,False,Noah Williams
USE01049,JOB0032,EX003,26T Excavator,2026-03-11,Melbourne North,8.0,False,False,William Jones
USE01065,JOB0032,EX005,50T Excavator,2026-03-11,Melbourne North,11.0,False,False,Lucas Wilson
USE00816,JOB0025,BC001,Bobcat+8T Tipper,2026-03-12,Geelong,6.5,False,True,Lachlan Martin
USE00799,JOB0025,DZ001,Dozer D6,2026-03-12,Geelong,8.5,False,False,William Jones
USE01034,JOB0032,BC001,Bobcat+8T Tipper,2026-03-12,Melbourne North,8.0,False,True,Lachlan Martin
USE01082,JOB0032,EX001,13T Excavator,2026-03-12,Melbourne North,8.5,False,False,Noah Williams
USE01050,JOB0032,EX003,26T Excavator,2026-03-12,Melbourne North,8.0,False,False,William Jones
USE01066,JOB0032,EX005,50T Excavator,2026-03-12,Melbourne North,8.5,False,False,Lucas Wilson
USE00817,JOB0025,BC001,Bobcat+8T Tipper,2026-03-13,Geelong,8.0,True,True,Lachlan Martin
USE00800,JOB0025,DZ001,Dozer D6,2026-03-13,Geelong,7.5,False,False,William Jones
USE01035,JOB0032,BC001,Bobcat+8T Tipper,2026-03-13,Melbourne North,10.0,True,True,Lachlan Martin
USE01083,JOB0032,EX001,13T Excavator,2026-03-13,Melbourne North,8.0,False,False,Noah Williams
USE01051,JOB0032,EX003,26T Excavator,2026-03-13,Melbourne North,10.0,False,False,William Jones
USE01067,JOB0032,EX005,50T Excavator,2026-03-13,Melbourne North,9.0,False,False,Lucas Wilson
USE00818,JOB0025,BC001,Bobcat+8T Tipper,2026-03-14,Geelong,10.0,False,True,Lachlan Martin
USE00801,JOB0025,DZ001,Dozer D6,2026-03-14,Geelong,6.5,False,False,William Jones
USE01036,JOB0032,BC001,Bobcat+8T Tipper,2026-03-14,Melbourne North,7.5,False,True,Lachlan Martin
USE01084,JOB0032,EX001,13T Excavator,2026-03-14,Melbourne North,9.5,False,False,Noah Williams
USE01052,JOB0032,EX003,26T Excavator,2026-03-14,Melbourne North,9.0,False,False,William Jones
USE01068,JOB0032,EX005,50T Excavator,2026-03-14,Melbourne North,9.5,False,False,Lucas Wilson
USE00076,JOB0003,EX003,26T Excavator,2026-03-16,Dandenong,9.5,False,True,William Jones
USE00070,JOB0003,EX004,35T Excavator,2026-03-16,Dandenong,8.0,False,True,Thomas Brown
USE00166,JOB0007,DT001,Dump Truck 30T,2026-03-16,Melbourne North,11.0,False,False,Oliver Taylor
USE00174,JOB0007,EX001,13T Excavator,2026-03-16,Melbourne North,10.0,False,False,Noah Williams
USE00182,JOB0007,EX002,20T Excavator,2026-03-16,Melbourne North,10.0,False,True,Jack Smith
USE00413,JOB0012,CP001,Compactor 815F,2026-03-16,Dandenong,8.5,False,True,Henry Johnson
USE00397,JOB0012,DZ001,Dozer D6,2026-03-16,Dandenong,7.0,True,True,William Jones
USE00381,JOB0012,EX002,20T Excavator,2026-03-16,Dandenong,8.0,False,True,Jack Smith
USE01037,JOB0032,BC001,Bobcat+8T Tipper,2026-03-16,Melbourne North,7.0,False,False,Lachlan Martin
USE01085,JOB0032,EX001,13T Excavator,2026-03-16,Melbourne North,9.0,True,False,Noah Williams
USE01053,JOB0032,EX003,26T Excavator,2026-03-16,Melbourne North,8.5,False,True,William Jones
USE01069,JOB0032,EX005,50T Excavator,2026-03-16,Melbourne North,7.0,False,False,Lucas Wilson
USE00077,JOB0003,EX003,26T Excavator,2026-03-17,Dandenong,8.0,False,True,William Jones
USE00071,JOB0003,EX004,35T Excavator,2026-03-17,Dandenong,8.5,False,False,Thomas Brown
USE00167,JOB0007,DT001,Dump Truck 30T,2026-03-17,Melbourne North,7.0,False,False,Oliver Taylor
USE00175,JOB0007,EX001,13T Excavator,2026-03-17,Melbourne North,7.5,False,False,Noah Williams
USE00183,JOB0007,EX002,20T Excavator,2026-03-17,Melbourne North,7.5,False,True,Jack Smith
USE00414,JOB0012,CP001,Compactor 815F,2026-03-17,Dandenong,9.5,False,False,Henry Johnson
USE00398,JOB0012,DZ001,Dozer D6,2026-03-17,Dandenong,10.0,False,False,William Jones
USE00382,JOB0012,EX002,20T Excavator,2026-03-17,Dandenong,9.0,False,True,Jack Smith
USE01038,JOB0032,BC001,Bobcat+8T Tipper,2026-03-17,Melbourne North,9.5,False,False,Lachlan Martin
USE01086,JOB0032,EX001,13T Excavator,2026-03-17,Melbourne North,8.0,False,False,Noah Williams
USE01054,JOB0032,EX003,26T Excavator,2026-03-17,Melbourne North,7.5,False,True,William Jones
USE01070,JOB0032,EX005,50T Excavator,2026-03-17,Melbourne North,6.5,True,False,Lucas Wilson
USE00078,JOB0003,EX003,26T Excavator,2026-03-18,Dandenong,7.5,False,True,William Jones
USE00072,JOB0003,EX004,35T Excavator,2026-03-18,Dandenong,10.0,False,False,Thomas Brown
USE00168,JOB0007,DT001,Dump Truck 30T,2026-03-18,Melbourne North,6.5,False,False,Oliver Taylor
USE00176,JOB0007,EX001,13T Excavator,2026-03-18,Melbourne North,9.5,True,False,Noah Williams
USE00184,JOB0007,EX002,20T Excavator,2026-03-18,Melbourne North,10.5,False,True,Jack Smith
USE00415,JOB0012,CP001,Compactor 815F,2026-03-18,Dandenong,9.0,False,False,Henry Johnson
USE00399,JOB0012,DZ001,Dozer D6,2026-03-18,Dandenong,8.5,False,False,William Jones
USE00383,JOB0012,EX002,20T Excavator,2026-03-18,Dandenong,9.5,False,True,Jack Smith
USE01039,JOB0032,BC001,Bobcat+8T Tipper,2026-03-18,Melbourne North,9.0,True,False,Lachlan Martin
USE01087,JOB0032,EX001,13T Excavator,2026-03-18,Melbourne North,9.5,False,False,Noah Williams
USE01055,JOB0032,EX003,26T Excavator,2026-03-18,Melbourne North,9.0,True,True,William Jones
USE01071,JOB0032,EX005,50T Excavator,2026-03-18,Melbourne North,8.5,False,False,Lucas Wilson
USE00079,JOB0003,EX003,26T Excavator,2026-03-19,Dandenong,11.5,False,True,William Jones
USE00073,JOB0003,EX004,35T Excavator,2026-03-19,Dandenong,8.0,False,False,Thomas Brown
USE00169,JOB0007,DT001,Dump Truck 30T,2026-03-19,Melbourne North,10.5,False,False,Oliver Taylor
USE00177,JOB0007,EX001,13T Excavator,2026-03-19,Melbourne North,11.0,False,False,Noah Williams
USE00185,JOB0007,EX002,20T Excavator,2026-03-19,Melbourne North,10.0,False,True,Jack Smith
USE00416,JOB0012,CP001,Compactor 815F,2026-03-19,Dandenong,9.5,False,False,Henry Johnson
USE00400,JOB0012,DZ001,Dozer D6,2026-03-19,Dandenong,10.5,False,False,William Jones
USE00384,JOB0012,EX002,20T Excavator,2026-03-19,Dandenong,10.0,True,True,Jack Smith
USE01040,JOB0032,BC001,Bobcat+8T Tipper,2026-03-19,Melbourne North,8.5,False,False,Lachlan Martin
USE01088,JOB0032,EX001,13T Excavator,2026-03-19,Melbourne North,10.0,False,False,Noah Williams
USE01056,JOB0032,EX003,26T Excavator,2026-03-19,Melbourne North,7.5,False,True,William Jones
USE01072,JOB0032,EX005,50T Excavator,2026-03-19,Melbourne North,6.0,False,False,Lucas Wilson
USE00080,JOB0003,EX003,26T Excavator,2026-03-20,Dandenong,8.5,False,True,William Jones
USE00074,JOB0003,EX004,35T Excavator,2026-03-20,Dandenong,10.0,False,False,Thomas Brown
USE00170,JOB0007,DT001,Dump Truck 30T,2026-03-20,Melbourne North,8.0,False,False,Oliver Taylor
USE00178,JOB0007,EX001,13T Excavator,2026-03-20,Melbourne North,8.0,False,False,Noah Williams
USE00186,JOB0007,EX002,20T Excavator,2026-03-20,Melbourne North,7.5,False,True,Jack Smith
USE00417,JOB0012,CP001,Compactor 815F,2026-03-20,Dandenong,9.5,False,False,Henry Johnson
USE00401,JOB0012,DZ001,Dozer D6,2026-03-20,Dandenong,10.0,False,False,William Jones
USE00385,JOB0012,EX002,20T Excavator,2026-03-20,Dandenong,11.0,False,True,Jack Smith
USE01041,JOB0032,BC001,Bobcat+8T Tipper,2026-03-20,Melbourne North,8.5,True,False,Lachlan Martin
USE01089,JOB0032,EX001,13T Excavator,2026-03-20,Melbourne North,8.0,False,False,Noah Williams
USE01057,JOB0032,EX003,26T Excavator,2026-03-20,Melbourne North,8.5,False,True,William Jones
USE01073,JOB0032,EX005,50T Excavator,2026-03-20,Melbourne North,7.0,False,False,Lucas Wilson
USE00081,JOB0003,EX003,26T Excavator,2026-03-21,Dandenong,10.0,False,True,William Jones
USE00075,JOB0003,EX004,35T Excavator,2026-03-21,Dandenong,10.0,False,False,Thomas Brown
USE00171,JOB0007,DT001,Dump Truck 30T,2026-03-21,Melbourne North,8.0,False,False,Oliver Taylor
USE00179,JOB0007,EX001,13T Excavator,2026-03-21,Melbourne North,9.5,False,False,Noah Williams
USE00187,JOB0007,EX002,20T Excavator,2026-03-21,Melbourne North,9.5,True,True,Jack Smith
USE00418,JOB0012,CP001,Compactor 815F,2026-03-21,Dandenong,9.5,False,False,Henry Johnson
USE00402,JOB0012,DZ001,Dozer D6,2026-03-21,Dandenong,10.0,False,False,William Jones
USE00386,JOB0012,EX002,20T Excavator,2026-03-21,Dandenong,10.0,False,True,Jack Smith
USE00940,JOB0029,DZ001,Dozer D6,2026-03-21,Geelong,10.5,False,True,William Jones
USE00953,JOB0029,EX003,26T Excavator,2026-03-21,Geelong,9.5,True,True,William Jones
USE00979,JOB0029,EX004,35T Excavator,2026-03-21,Geelong,8.5,True,True,Thomas Brown
USE00966,JOB0029,GR001,Grader 12M,2026-03-21,Geelong,12.0,False,True,Thomas Brown
USE00927,JOB0029,LD002,Loader 4m,2026-03-21,Geelong,11.0,False,True,Jack Smith
USE01042,JOB0032,BC001,Bobcat+8T Tipper,2026-03-21,Melbourne North,8.0,True,False,Lachlan Martin
USE01090,JOB0032,EX001,13T Excavator,2026-03-21,Melbourne North,10.5,False,False,Noah Williams
USE01058,JOB0032,EX003,26T Excavator,2026-03-21,Melbourne North,10.0,False,True,William Jones
USE01074,JOB0032,EX005,50T Excavator,2026-03-21,Melbourne North,9.0,False,False,Lucas Wilson
USE00172,JOB0007,DT001,Dump Truck 30T,2026-03-23,Melbourne North,9.0,False,False,Oliver Taylor
USE00180,JOB0007,EX001,13T Excavator,2026-03-23,Melbourne North,8.0,False,False,Noah Williams
USE00188,JOB0007,EX002,20T Excavator,2026-03-23,Melbourne North,9.0,False,True,Jack Smith
USE00419,JOB0012,CP001,Compactor 815F,2026-03-23,Dandenong,9.5,False,False,Henry Johnson
USE00403,JOB0012,DZ001,Dozer D6,2026-03-23,Dandenong,12.0,False,True,William Jones
USE00387,JOB0012,EX002,20T Excavator,2026-03-23,Dandenong,9.5,False,True,Jack Smith
USE00843,JOB0027,CP001,Compactor 815F,2026-03-23,Pakenham,9.5,False,True,Henry Johnson
USE00857,JOB0027,DZ001,Dozer D6,2026-03-23,Pakenham,10.0,True,True,William Jones
USE00885,JOB0027,EX004,35T Excavator,2026-03-23,Pakenham,8.0,True,True,Thomas Brown
USE00871,JOB0027,EX005,50T Excavator,2026-03-23,Pakenham,8.0,False,True,Lucas Wilson
USE00941,JOB0029,DZ001,Dozer D6,2026-03-23,Geelong,6.0,False,True,William Jones
USE00954,JOB0029,EX003,26T Excavator,2026-03-23,Geelong,7.5,True,True,William Jones
USE00980,JOB0029,EX004,35T Excavator,2026-03-23,Geelong,9.5,False,True,Thomas Brown
USE00967,JOB0029,GR001,Grader 12M,2026-03-23,Geelong,9.0,False,False,Thomas Brown
USE00928,JOB0029,LD002,Loader 4m,2026-03-23,Geelong,8.0,False,False,Jack Smith
USE01043,JOB0032,BC001,Bobcat+8T Tipper,2026-03-23,Melbourne North,10.5,False,False,Lachlan Martin
USE01091,JOB0032,EX001,13T Excavator,2026-03-23,Melbourne North,8.5,False,False,Noah Williams
USE01059,JOB0032,EX003,26T Excavator,2026-03-23,Melbourne North,9.5,True,True,William Jones
USE01075,JOB0032,EX005,50T Excavator,2026-03-23,Melbourne North,8.0,False,True,Lucas Wilson
USE00173,JOB0007,DT001,Dump Truck 30T,2026-03-24,Melbourne North,8.0,False,False,Oliver Taylor
USE00181,JOB0007,EX001,13T Excavator,2026-03-24,Melbourne North,7.5,False,False,Noah Williams
USE00189,JOB0007,EX002,20T Excavator,2026-03-24,Melbourne North,8.0,False,True,Jack Smith
USE00420,JOB0012,CP001,Compactor 815F,2026-03-24,Dandenong,9.5,True,True,Henry Johnson
USE00404,JOB0012,DZ001,Dozer D6,2026-03-24,Dandenong,8.0,False,True,William Jones
USE00388,JOB0012,EX002,20T Excavator,2026-03-24,Dandenong,8.5,False,True,Jack Smith
USE00844,JOB0027,CP001,Compactor 815F,2026-03-24,Pakenham,9.0,False,True,Henry Johnson
USE00858,JOB0027,DZ001,Dozer D6,2026-03-24,Pakenham,7.0,False,True,William Jones
USE00886,JOB0027,EX004,35T Excavator,2026-03-24,Pakenham,10.0,False,True,Thomas Brown
USE00872,JOB0027,EX005,50T Excavator,2026-03-24,Pakenham,9.5,True,True,Lucas Wilson
USE00942,JOB0029,DZ001,Dozer D6,2026-03-24,Geelong,8.0,True,True,William Jones
USE00955,JOB0029,EX003,26T Excavator,2026-03-24,Geelong,8.0,False,True,William Jones
USE00981,JOB0029,EX004,35T Excavator,2026-03-24,Geelong,8.5,False,True,Thomas Brown
USE00968,JOB0029,GR001,Grader 12M,2026-03-24,Geelong,12.0,False,False,Thomas Brown
USE00929,JOB0029,LD002,Loader 4m,2026-03-24,Geelong,10.5,False,False,Jack Smith
